unit_id,unit_state,trusted_judgments,last_judgment,predicted_category,confidence,tweet
191783418,finalized,4,8/16/2012 16:56,Caution and advice,0.7955,"  Those in Guthrie, OK need to TAKE COVER NOW.  LARGE, VIOLENT #TORNADO HEADED TOWARD THAT AREA!!!  PLEASE RETWEET!!!"
191783419,finalized,4,8/17/2012 11:06,Caution and advice,1,"  Correction: DEVELOPING: Emergency management reported a tornado on the ground near Austin, Mississippi moving NE at ..."
191783420,finalized,5,8/16/2012 16:09,Caution and advice,0.8048,"New event. Tornado Warning from // : PM to : PM CDT for Ray County, Carroll County. More information.... "
191783421,finalized,3,8/18/2012 18:00,Caution and advice,1,"  Breaking Weather News!!!: Weather Channel; Mile wide tornado on the ground near Ozark, AR. & Caulksville, AR. Get To Safet ..."
191783422,finalized,5,8/18/2012 21:35,Caution and advice,1,  Tornado reported on the observation at Dallas' Love Field.
191783423,finalized,3,8/18/2012 15:48,Caution and advice,1,Tornado Warning for Mississippi County in AR until :pm. Alert detail :  #ARWX
191783424,finalized,3,8/17/2012 1:20,Caution and advice,1,  Line of storms with #tornado warnings moving through western KY.  #Tornado warning for #Paducah 
191783425,finalized,3,8/19/2012 7:57,Caution and advice,1,Another Tornado is on the way to Joplin Mo. The Gov. Gave out a warning 
191783426,finalized,3,8/18/2012 18:07,Caution and advice,0.7097,  City of Dallas activates sirens after tornado warning. Asks residents to 'seek shelter and monitor the news'  ...
191783427,finalized,3,8/17/2012 1:24,Caution and advice,1,"  Tornado warning for Oxford, MS and the Ole Miss campus... #mswx"
191783428,finalized,3,8/18/2012 21:39,Caution and advice,1,"  TAKE COVER NOW in Salem, SD.  Possible rain-wrapped #tornado headed toward you now!!!!"
191783429,finalized,4,8/16/2012 13:22,Caution and advice,0.7428,  CONFIRMED EF TORNADO LAST NIGHT from :pm . miles WSW of Verona to  miles NE of McFarland at :pm. Storm path ...
191783430,finalized,3,8/19/2012 17:30,Caution and advice,0.6621,So Word ON The Street Its About To Be A Tornado ...
191783431,finalized,4,8/19/2012 7:57,Caution and advice,0.5505,"TORNADO WATCH in effect  Bradford County until  PM, Thursday, May th. Stay tuned to local media, NOAA Weather Radio, etc."
191783432,finalized,3,8/17/2012 11:12,Caution and advice,1,  Unbelievable.   Tornado sirens going off in Joplin.
191783433,finalized,3,8/17/2012 1:31,Caution and advice,1,"  Tornado Warning for Muskogee, Okmulgee, Tulsa and Wagoner County in OK until :pm CDT. #okwx"
191783434,finalized,3,8/18/2012 20:22,Caution and advice,1,Taking shelter for tornado warning.. Yeah missouri! #homesick #tothemax
191783435,finalized,5,8/16/2012 13:32,Caution and advice,0.5935,"  Tornado Warning for Lake, McCook, and Minnehaha County in SD until :pm CDT. #sdwx"
191783436,finalized,3,8/16/2012 13:22,Caution and advice,0.6459,Tornado warning? #notcool
191783437,finalized,4,8/18/2012 14:37,Caution and advice,1,"  The storms have passed here, but there are still tornado warnings in eastern Arkansas, southeast Missouri and western T ..."
191783438,finalized,3,8/19/2012 16:39,Caution and advice,0.7062,"#Tornado watches issued until :am for portions of #Missouri, #Illinois, and #Iowa. "
191783439,finalized,5,8/16/2012 16:41,Caution and advice,0.4171,"  /  A number of storms in central #Indiana, including near Indianapolis, with #tornado warnings.  Radar: h ..."
191783440,finalized,4,8/19/2012 8:16,Caution and advice,1,  benton under tornado warning until :
191783441,finalized,4,8/17/2012 1:29,Caution and advice,1,TORNADO WARNING issued for parts of OSBORNE; ROOKS counties in KS until : PM CT - 
191783442,finalized,3,8/18/2012 21:17,Caution and advice,1,  Tornado warning for Kzoo county.  #wmiwx
191783443,finalized,3,8/16/2012 16:09,Caution and advice,0.6948,See the destruction the Tornado's are recking on the east and mid-west we can send out our prayers. The most... 
191783444,finalized,3,8/17/2012 21:50,Caution and advice,1,#Detroit Tornado watch issued for Metro Detroit 
191783445,finalized,4,8/17/2012 0:36,Caution and advice,0.5261,WeatherAction LongRange Forecast of ~- MAY EXTRA TOP RED WARNING and DANGEROUIS TORNADO SWARM  via  len holli
191783446,finalized,3,8/19/2012 10:04,Caution and advice,0.6533,THERE'S A TORNADO WARNING FOR OAKLAND
191783447,finalized,5,8/16/2012 18:12,Caution and advice,0.7919,"  #Tornado watch until pm for N. IN, S. MI and NW OH until pm EDT."
191783448,finalized,3,8/17/2012 22:06,Caution and advice,1,The NWS has issued a TORNADO WATCH for Tishomingo County until May  at :PM CDT  
191783449,finalized,3,8/18/2012 21:31,Caution and advice,1,"NO tornado warnings in effect at this time, but at least  active severe thunderstorm warnings across... "
191783450,finalized,3,8/19/2012 17:13,Caution and advice,0.6522,"  SECOND #tornado just reported in north Springfield, MA!  TAKE COVER in Ludlow, and along U.S.  corridor!   ..."
191783451,finalized,4,8/18/2012 21:25,Caution and advice,1,  Fox reporting tornado spotted on the ground in Dallas near Highland Park. #tcot #Texas
191783452,finalized,3,8/19/2012 16:45,Caution and advice,0.6383,Tornado Watch Issued: The National Weather Service has issued a tornado watch until  p.m. Thursday for much of... 
191783453,finalized,4,8/18/2012 21:23,Caution and advice,1,"  Leverett, MA  field off Rt . Units confirming a tornado has touched down.  seriously?! again?! #westernma"
191783454,finalized,3,8/17/2012 21:50,Caution and advice,1,"  The big tornado will pass to the south of Ozark. Not just Doppler-indicated, but spotter-confirmed."
191783455,finalized,3,8/17/2012 16:00,Caution and advice,0.6008,"  Tornado watch in Boston. Nature, please respect my entrepreneurial right to uninterrupted internet access."
191783456,finalized,3,8/18/2012 21:27,Caution and advice,1,"TORNADO WARNING in effect until :pm EDT in Indiana for Greene, Monroe,and Owen Counties. If you're in those... "
191783457,finalized,3,8/19/2012 17:30,Caution and advice,1,Tornado Warning for Tippecanoe and Warren County in IN until :pm EDT. #inwx
191783458,finalized,3,8/19/2012 17:13,Caution and advice,0.7143,  TORNADO WARNING: Alfalfa; Major   Expires: // :PM   #tornado #okwx # ...
191783459,finalized,3,8/17/2012 1:48,Caution and advice,0.6778,"  Those in Guthrie, OK need to TAKE COVER NOW.  LARGE, VIOLENT #TORNADO HEADED TOWARD THAT AREA!!!  PLEASE RETWEET!!!"
191783460,finalized,4,8/16/2012 18:01,Caution and advice,0.4814,"Tornado watch issued for New York City, surrounding counties - NBC NY "
191783461,finalized,4,8/18/2012 21:41,Caution and advice,0.763,Be on the lookout for strong to severe t'storms this evening.  Tornado Watch in effect until PM.  Andy & Julie will have updates on TV .
191783462,finalized,3,8/19/2012 17:39,Caution and advice,0.6962,  #weather SPC MD : MD  CONCERNING SEVERE THUNDERSTORM WATCH ... FOR NRN IL...NRN IND...SRN...  ...
191783463,finalized,4,8/17/2012 1:20,Caution and advice,0.5137,"  TWO HOOKS ONE NEAR DALLAS AND ONE NEAR ONE WEST OF ARLINGTON, TX #TXWX #TORNADO"
191783464,finalized,4,8/18/2012 20:15,Caution and advice,0.7619,  Power flashes reported in the Dallas area.  New warning indicates possible tornado near University Park.
191783465,finalized,3,8/19/2012 18:01,Caution and advice,0.6585,Tornado Watch...
191783466,finalized,4,8/16/2012 16:41,Caution and advice,0.7263,"  In many destroyed areas here in #Joplin, there is a terrible silence broken only by the sound of rain and wind"
191783467,finalized,5,8/19/2012 5:56,Caution and advice,0.8035, CBSAtlBreaking: Tornado Warning For Union County In North Central Georgia: CBSAtlBreaking: Tornado Warning Fo... 
191783468,finalized,4,8/16/2012 18:01,Caution and advice,1,Just heard about the tornado in Mass. Hope everyone is ok. My heart and thoughts are with you xx
191783469,finalized,3,8/19/2012 17:52,Caution and advice,1,  Weather observer at Dallas Love Field has sighted a tornado in the storm approaching the city from the west.
191783470,finalized,3,8/18/2012 19:51,Caution and advice,0.6637,TORNADO WARNING issued for parts of UNION county in GA until : PM ET - 
191783471,finalized,3,8/19/2012 8:01,Caution and advice,1,  Spotters and radar see tornado in Highland Park. Take Cover.
191783472,finalized,3,8/19/2012 8:16,Caution and advice,0.6525,"whoa    *Tornado *WATCH for much of MA, southern NH until pm. Conditions are favorable for severe t-storms with tornadoes later"
191783473,finalized,3,8/19/2012 18:08,Caution and advice,0.6222,"Event cancelled. Tornado Watch from // : PM to : PM EDT for Wilkes County, Ashe County, Watauga County. "
191783474,finalized,3,8/18/2012 16:07,Caution and advice,0.716,"  Tornado warning for #Joplin, Mo.!! Radar and warning info: "
191783475,finalized,3,8/18/2012 21:37,Caution and advice,0.6712,"At : PM NWS HUN has issued a Tornado Watch for Colbert, Franklin, Lauderdale, Lawrence & Limestone Counties until : AM."
191783476,finalized,3,8/18/2012 20:08,Caution and advice,0.6598,  Joplin just upgraded to EF.  Threat pm or later here. #joplin # mowx | crap!
191783477,finalized,3,8/19/2012 7:53,Caution and advice,0.6089,"  People in and around McCrory, ARK take cover now!    #arwx #tornado #outbreak "
191783478,finalized,6,8/16/2012 11:47,Caution and advice,0.6865,TORNADO WARNING FOR SOUTH CENTRAL LA SALLE COUNTY & LIVINGSTON COUNTY... UNTIL  PM *** SEVERE THUNDERSTORM... 
191783479,finalized,3,8/19/2012 7:53,Caution and advice,1,Quick Prayer Tornado Watches today!! ESP Indiana ... It's getting  closer n closer
191783480,finalized,3,8/19/2012 17:44,Caution and advice,1,Tornado warning an hour ago and now I'm laying out in the sun #ilovemissouriweather
191783481,finalized,4,8/17/2012 1:24,Caution and advice,0.5029,"  Tornado watch issued for New York City, surrounding counties - NBC NY "
191783482,finalized,3,8/18/2012 21:31,Caution and advice,0.6317,Tornado Watch Likely Extended: A NEW TORNADO WATCH WILL BE ISSUED SOON FOR MUCH OF CNTRL INDIANA. SURFACE MAP SH... 
191783483,finalized,3,8/16/2012 5:43,Caution and advice,0.6873,/  TORNADO  #Benton; Lafa...   Expires: // :PM   #tornado #mswx
191783484,finalized,3,8/19/2012 18:21,Caution and advice,0.6383,"    *** TORNADO WATCH *** until PM EDT for New York, and Vermont for TORNADOES, : Hail mph WInds.... http:/ ..."
191783485,finalized,3,8/19/2012 3:41,Caution and advice,0.6043,  TORNADO WARNING FOR FOR CUSTER & ROGER MILLS COUNTIES IN OKLAHOMA UNTIL : PM.  #okwx #fb
191783486,finalized,3,8/18/2012 21:20,Caution and advice,0.6486,Svr T-Storm Warning SE Otero & NE Hudpset CO's TX till : PM. + mph wind gusts psbl.  #nmwx #txwx #nmem
191783487,finalized,3,8/17/2012 1:38,Caution and advice,1,"  Not again. Ugh.  JUST IN- National Weather Service issues tornado warning for Joplin, Missouri."
191783488,finalized,3,8/19/2012 17:06,Caution and advice,1,  Did your home sustain tornado dmg?  -- Insurance experts on standby. Be warned wait is long #matornado #westernma
191783489,finalized,5,8/17/2012 15:31,Caution and advice,0.7985,  Tornado Warning until : PM CDT issued for Texas-OK
191783490,finalized,5,8/16/2012 16:56,Caution and advice,0.6243,"    Weather spotters report #tornado moving toward #Joplin, Missouri, at  mph "
191783491,finalized,4,8/18/2012 20:01,Caution and advice,0.5154,  Vivint Delivers Tornado Alerts to Customers  #avtweeps #avnews
191783492,finalized,3,8/19/2012 7:44,Caution and advice,1,"  #Tornado reported  miles east of Heyworth, IL  moving northeast. Radar: "
191783493,finalized,3,8/17/2012 22:00,Caution and advice,1,Tornado Watch exp. PM in #mswx ALCORN BENTON COAHOMA DESOTO LAFAYETTE MARSHALL PANOLA PRENTISS QUITMAN TATE TIPPAH TISHOMINGO TUNICA UNION
197560956,golden,8,9/6/2012 12:48,Casualties and damage,0.7573,"My house was blown away by a tornado, but a famous person just 'd something about my town. Who needs a house?"
197560957,golden,7,9/6/2012 12:43,Casualties and damage,1,  I took this earlier. Cross still stands above destroyed church #Joplin 
197560958,finalized,3,9/6/2012 13:12,Casualties and damage,1,Tornado is gone and woman is assessing the damage to her house and still can barely stand because of the wind.
197560959,golden,4,9/6/2012 13:11,Casualties and damage,1,  Weather Service Confirms to News  an EF Tornado did damage in Verona. We'll have more details online shortly.
197560960,golden,8,9/6/2012 13:15,Casualties and damage,0.7281,"After hearing the tornado sirens, Pastor Daniel just told all the staff to go hide downstairs... before leaving in his tiny red car..."
197560961,golden,7,9/6/2012 13:12,Casualties and damage,0.8449,Driving.. it appears my area got hit the worst. Tornado in my backyard.. Next street over shut down w/ fire trucks and caution tape..
197560962,finalized,3,9/6/2012 13:09,Casualties and damage,1,  The tornado damage in N. Minneapolis.    -- damn... just glad my friends are all safe
197560963,finalized,3,9/6/2012 13:12,Casualties and damage,1,"We just passed some major tornado damage in Birmingham, AL"
197560964,golden,6,9/6/2012 12:34,Casualties and damage,1,"  JOPLIN -- Gov. Jay Nixon announces zero people missing,  reported deceased. #JoplinTornado"
197560965,golden,3,9/6/2012 13:07,Casualties and damage,0.3579,"  Watch live: Memorial service for tornado victims in Joplin, Mo. "
197560966,finalized,3,9/6/2012 13:14,Casualties and damage,0.6421,"  ""Joplin looked like some of the battles I saw in Korea,"" Korean war veteran and Missouri #tornado survivor says: htt ..."
197560967,finalized,4,9/6/2012 13:15,Casualties and damage,0.5272, tornado just hit my town and the sky is #Black&Yellow so now have the song stuck in my head
197560968,finalized,4,9/6/2012 13:14,Casualties and damage,0.5272,Full list of missing persons in #Joplin that was released this morning... 
197560969,golden,4,9/6/2012 12:27,Casualties and damage,0.7529,RIP to the people that died in  the springfeild tornado &lt;ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥
197560970,finalized,4,9/6/2012 13:15,Casualties and damage,0.5272,If everything is where you left it earlier...you're blessed #prayforjoplin #joplin
197560971,finalized,3,9/6/2012 12:34,Casualties and damage,0.6697,  I took this earlier. Cross still stands above destroyed church #Joplin 
197560972,finalized,3,9/6/2012 13:11,Casualties and damage,1,  I took this earlier. Cross still stands above destroyed church #Joplin 
197560973,golden,6,9/6/2012 13:14,Casualties and damage,0.8373,"Client responded to a billing statement saying their bldg had been destroyed in a tornado and they lost a few invoices. Wow, awful!"
197560974,finalized,3,9/6/2012 13:12,Casualties and damage,0.6421,  Amazing - and stunningly sad - pictures of before and after the #Tornado swept through #Joplin:  from  ...
197560975,finalized,3,9/6/2012 12:38,Casualties and damage,1,Pray forÃƒâ€šÃ‚Â #Joplin. At least  dead & severe T-storms headed their way. The front dipped below us in Springfield last night.
197560976,finalized,3,9/6/2012 12:50,Casualties and damage,1,"  Edmond, OK woman dies in car accident while driving to beat tornado "
197560977,finalized,3,9/6/2012 12:40,Casualties and damage,1,"SHOCKING PHOTOGRAPHIC  account of the tornado devastation in Joplin, Missouri... Like a second hometown to me."
197560978,finalized,4,9/6/2012 13:14,Casualties and damage,0.7364,Eqecat predicts Joplin Tornado damage between $- billion. Take a look at the radar image of the twister: 
197560979,finalized,3,9/6/2012 12:36,Casualties and damage,1,"  US authorities confirm at least  killed after massive #tornado hits Joplin, southwest Missouri"
197560980,finalized,4,9/6/2012 12:34,Casualties and damage,0.7529,"  UNCONFIRMED reports out of #Springfield , MA from police scanner traffic of a neighborhood wiped out and numerous in ..."
197560981,finalized,3,9/6/2012 12:34,Casualties and damage,0.6606,    Damage from Mpls. #Tornado Estimated at $M 
197560982,finalized,3,9/6/2012 13:09,Casualties and damage,1,Tornado Kills  in Missouri. 
197560983,finalized,3,9/6/2012 12:34,Casualties and damage,0.6606,"  #Prayersforjoplin   #Tornado that killed  in Joplin, Missouri, was EF- with top winds of + mph htt ..."
197560984,finalized,3,9/6/2012 13:14,Casualties and damage,1,"  A hero is the mother in W. Springfield who as the tornado came lay on top of her child in a tub. Child lived, mother was killed"
197560985,finalized,3,9/6/2012 13:14,Casualties and damage,1,Missouri officials continue identifying tornado dead \n    \n: Reuters - Missouri officials continued ... 
197560986,finalized,3,9/6/2012 12:57,Casualties and damage,1,  Sad news to report.  more people passed away recently due to injuries sustained during the #JoplinTornado. Total fa ...
197560987,golden,5,9/6/2012 13:14,Casualties and damage,1,"#TFM City manager says Joplin tornado death toll rises to , no live rescues today - AP ...  #BreakingNews"
197560988,finalized,3,9/6/2012 12:34,Casualties and damage,0.6606,"Tornado will cost Joplin, MO $- billion.  City's annual budget is $ million  #joplin #tornado"
197560989,finalized,3,9/6/2012 13:14,Casualties and damage,1,"Brothers Ryan, Colt Hamil Died in Piedmont, Oklahoma Tornado: Oklahoma Dead Reach  "
197560990,finalized,3,9/6/2012 12:41,Casualties and damage,1,"#Twilight News In: Deadly tornado kills , leaves 'twilight zone' in its wake "
197560991,finalized,3,9/6/2012 13:07,Casualties and damage,1, The death toll has now risen to .  #Joplin  #Tragic
197560992,finalized,3,9/6/2012 12:40,Casualties and damage,0.6421,"    In Joplin, Missouri, today to visit with those who lost so much in last week's devastating tornado."
197560993,finalized,4,9/6/2012 13:15,Casualties and damage,0.5272,Check out  to see what agencies are helping relief efforts in tornado-hit areas & how you can help.. #Joplin
197560994,finalized,4,9/6/2012 13:15,Casualties and damage,0.7364,"   confirmed dead,  injured in Joplin, Mo. tornado . #Tornado that hit #Joplin was EF with winds  km/h."
197560995,finalized,4,9/6/2012 13:15,Casualties and damage,0.7668,"  Significant damage to homes, businesses after tornado touches down at Sedalia, Mo. "
197560996,finalized,3,9/6/2012 12:55,Casualties and damage,1,   -- Authorities confirm  dead after massive tornado hits southwest Missouri city #joplintornado
197560997,finalized,3,9/6/2012 12:50,Casualties and damage,0.6421,"  In Joplin, Missouri, today to visit with those who lost so much in last week's devastating tornado."
197560998,finalized,3,9/6/2012 12:34,Casualties and damage,0.6421,EFCA | Tornado Relief 
197560999,finalized,3,9/6/2012 12:52,Casualties and damage,0.6421,State of emergency declared in Massachusetts where tornado kills  people and injures dozens. 
197561000,finalized,3,9/6/2012 12:40,Casualties and damage,1,Names Of  Killed In Joplin Tornado Released - 
197561001,finalized,3,9/6/2012 12:55,Casualties and damage,0.6746,US tornado toll hits new record 
197561002,finalized,4,9/6/2012 13:14,Casualties and damage,0.7604,  Sad news to report.  more people passed away recently due to injuries sustained during the #JoplinTornado. Total fa ...
197561003,finalized,3,9/6/2012 12:57,Casualties and damage,1,"Violent Weather Kills  in Oklahoma, Kansas - FoxNews.com  via "
197561004,finalized,3,9/6/2012 12:36,Casualties and damage,1,Joplin police radio traffic says possibly  more bodied have been found near th and Connecticut. #joplin
197561005,finalized,3,9/6/2012 13:11,Casualties and damage,0.6421,"   Please : A tornado has destroyed the town of Joplin, MO. Delta Pi had brothers lose homes and nee ..."
197561006,finalized,3,9/6/2012 12:57,Casualties and damage,1,"  A tornado kills  innocent people in Joplin.  One week later, Westboro Baptist Church protests in Joplin.  God - you ..."
197561007,finalized,3,9/6/2012 12:55,Casualties and damage,1,Death toll from Joplin tornado rises to : officials - Reuters 
197561008,finalized,3,9/6/2012 12:43,Casualties and damage,1,"Death toll from Joplin tornado is , officials say   "
197561009,finalized,3,9/6/2012 12:45,Casualties and damage,1,"Tornado death toll rises, no more survivors found "
197561010,finalized,3,9/6/2012 12:34,Casualties and damage,0.6834,"  Reports of minor tree damage coming in from Overland Park, KS, per emerg. mgt.   #tornado"
197561011,finalized,3,9/6/2012 12:36,Casualties and damage,1,"  Delivering the bad news of the aftermath of the tornado weighs on a Joplin, Mo., police chaplain "
197561012,finalized,3,9/6/2012 12:52,Casualties and damage,0.3579,#Joplin MO residents find X-rays from a hospital that was struck by a tornado  miles away
197561013,golden,4,9/6/2012 12:45,Casualties and damage,1,   confirmed deaths in #Joplin tornado #motornados
197561014,finalized,3,9/6/2012 13:07,Casualties and damage,0.6746,Stunning   CNN reports: X-rays from St. John's Hospital found  miles from #Joplin
197561015,finalized,3,9/6/2012 11:43,Casualties and damage,1,#usnews Missouri officials continue identifying tornado dead 
197561016,finalized,3,9/6/2012 11:43,Casualties and damage,1,"  MB_Williams: Tornado, storms kill  near Oklahoma City, officials say   "
197561017,finalized,3,9/6/2012 12:54,Casualties and damage,0.6421,  Watching you good folks & rescuers in #Joplin on the news. Devastation beyond imagine. Support  #tornado relief.
197561018,finalized,3,9/6/2012 12:27,Casualties and damage,1,   confirmed deaths in #Joplin tornado #motornados
197561019,finalized,3,9/6/2012 12:32,Casualties and damage,1,So sad a mom died saving her daughter yesterday during the tornado   #SpringfieldMassachusetts
197561020,finalized,3,9/6/2012 12:57,Casualties and damage,1,Photo: No More Missing After Joplin Tornado;  Dead Officials say they have accounted for all the people... 
197561021,finalized,3,9/6/2012 12:27,Casualties and damage,1,"ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ Police officer helping tornado cleanup in Joplin struck by lightning, dies... ¢Ã¢â€šÂ¬Ã‚Â #WTF #DontMoveToJoplin"
197561022,finalized,3,9/6/2012 13:12,Casualties and damage,0.6421,#usnews Joplin tornado leaves thousands with no place to call home 
197561023,finalized,3,9/6/2012 12:33,Casualties and damage,0.6746,Mother's heroic last act saves daughter in tornado 
197561024,finalized,3,9/6/2012 13:12,Casualties and damage,1,News-Leader: Two Joplin tornado victims die after suffering fungal infections 
197561025,finalized,3,9/6/2012 12:40,Casualties and damage,1,"    Update:  confirmed dead in Joplin, city manager says #Joplin www.northpointchurch.tv/joplin"
197561026,finalized,3,9/6/2012 12:41,Casualties and damage,1,FEMA teams assess Mass. tornado damage 
197561027,finalized,3,9/6/2012 12:54,Casualties and damage,0.6834,The city of #Joplin will observe a #momentofsilence at :pmE/:pmC/:pmP today. The tornado hit Joplin at that time last Sunday
197561028,finalized,3,9/6/2012 13:14,Casualties and damage,0.6834,"#PrayNt/Lords  Healing & Restoration N Joplin. Church Destroyed By Tornado, Yet t/RoofTop Cross Still Standing, Refruge N #Jesus #Christ"
197561029,finalized,3,9/6/2012 12:34,Casualties and damage,0.6834,Shocking before and after picture of the joplin missouri tornado devastation 
197561030,finalized,3,9/6/2012 12:40,Casualties and damage,1,"CNN Top Stories:  dead in Joplin: Residents of tornado-ravaged Joplin, Missouri, again found themselves huddl... "
197561031,finalized,3,9/6/2012 12:45,Casualties and damage,0.6834,FOX News: Tornado Death Toll Climbs 
197561032,finalized,3,9/6/2012 12:38,Casualties and damage,1,Cannot believe the aftermath of the tornado here in western mass. The damage is devastating.
197561033,finalized,3,9/6/2012 12:43,Casualties and damage,0.6834,  Apartments on the East side of Chickasha that were damaged by a Tornado -- 
197561034,finalized,3,9/6/2012 12:54,Casualties and damage,0.6834,"  This dog was sucked up by a tornado, but crawled home on two broken legs |  (via "
197561035,finalized,3,9/6/2012 13:07,Casualties and damage,1,"  Just stop!!! :( :  Joplin, Missouri, where at least  died Sunday, under #tornado watch "
197561036,finalized,3,9/6/2012 12:50,Casualties and damage,0.6421,  An update on the #Joplin #tornado and the #dental practices it affected in today's industry news update ... 
197561037,finalized,3,9/6/2012 13:07,Casualties and damage,0.3579,"  Mo. tornado injures , damages homes in Sedalia "
197561038,finalized,3,9/6/2012 12:41,Casualties and damage,0.6421, via  #Tornado Tragedy: Hole in the Heart of Missouri Town
197561039,finalized,3,9/6/2012 12:38,Casualties and damage,0.6421,So I'm sitting here watching footage of this tornAdo that hit Springfield........#Tragic
197561040,finalized,3,9/6/2012 13:11,Casualties and damage,1,"  WCVB-TV reporting at least  fatalities from Brimfield, Westfield, and Springfield, Mass. #tornado #mawx #severe"
197561041,finalized,3,9/6/2012 13:14,Casualties and damage,0.3579, I think only one tornado touched down and no damage other than trees down.
197561042,finalized,3,9/6/2012 12:55,Casualties and damage,0.3579,Opening prayer at #Joplin Memorial Service.
197561043,finalized,3,9/6/2012 13:12,Casualties and damage,0.6421," Tornado wreckage in  #Joplin, MO taken by  /"
197561044,finalized,3,9/6/2012 13:07,Casualties and damage,0.6421,"  the power of the EF tornado to hit Joplin, still think your safe in a car? "
197561045,finalized,4,9/6/2012 13:14,Casualties and damage,0.7668,"  #Joplin update: Officials say , people unaccounted for after #tornado.  confirmed deaths. "
197561046,golden,3,9/6/2012 12:54,Casualties and damage,1,  SPC has upped its death toll to  for the Joplin MO tornado. SPC also added  more killer tornado in OK from May  ...
197561047,finalized,3,9/6/2012 12:57,Casualties and damage,1,"  Photos: Devastating aftermath of #Joplin, Missouri #tornado "
197561048,finalized,3,9/6/2012 12:52,Casualties and damage,0.3579,Springfield ma. got hit hard last night by a tornado SMH
197561049,finalized,3,9/6/2012 12:27,Casualties and damage,0.6834,BREAKING: State Medical examiner's office confirms  fatalities in Oklahoma from last nights tornado outbreak
197561050,finalized,3,9/6/2012 12:48,Casualties and damage,1,"  City spokeswoman in Joplin, Mo., says deathtoll from massive tornado now at least  people - AP"
197561051,finalized,3,9/6/2012 12:43,Casualties and damage,1,"  Joplin, MO before/after Tornado  via "
197561052,finalized,3,9/6/2012 12:54,Casualties and damage,1,#US Tuscaloosa County death toll from tornado increases to : After holding steady for almost...  #Tuscaloosa #News
197561053,finalized,3,9/6/2012 13:14,Casualties and damage,0.3579,Two Joplin tornado victims die after suffering fungal infections 
197561054,finalized,3,9/6/2012 13:11,Casualties and damage,1,#usnews Officials:  Confirmed Dead After Joplin Tornado 
197561055,finalized,3,9/6/2012 11:43,Casualties and damage,1,  Post-Tornado #Environmental #Health Risks in #Joplin: 
197561056,finalized,3,9/6/2012 13:14,Casualties and damage,1,  Per Missouri EMA: Current #Joplintornado death toll is .Per Dr.Forbes: will be deadliest on record in Jasper Coun ...
197561057,finalized,3,9/6/2012 12:52,Casualties and damage,1,  US Sen Klobuchar and  will be looking at tornado damage later this morning in Fridley
197561058,finalized,3,9/6/2012 12:48,Casualties and damage,0.6834,"  Possible #tornado damage reported near Union City, TN.  Multiple trees down, one building destroyed."
197561059,finalized,3,9/6/2012 12:54,Casualties and damage,0.6834,"  NWS:  Path width of #Joplin, MO #tornado was / mile wide.   fatalities.... injured."
197561060,finalized,3,9/6/2012 12:32,Casualties and damage,0.6421,  Brimfield Horse Impaled During Tornado Is Expected To Survive ... 
197561061,finalized,3,9/6/2012 11:43,Casualties and damage,1,"  A receipt from Joplin Missouri traveled  miles after last week's tornado to end up in Indiana.  dead,  missing."
197561062,finalized,3,9/6/2012 12:41,Casualties and damage,1,"  Death toll for #Joplin at .  To help, text REDCROSS to  to donate $.  Please .    @ ..."
197561063,finalized,3,9/6/2012 13:12,Casualties and damage,0.6421,before / after shot of the Joplin tornado 
197561064,finalized,3,9/6/2012 13:09,Casualties and damage,1,"    Preston Lacy's home town, Joplin, Missouri, was destroyed a week ago by a tornado. Text JOPLIN to ..."
197561065,finalized,3,9/6/2012 12:36,Casualties and damage,0.6421,"A rare multivortex tornado swept through Joplin, Missouri on Sunday night. Keep the victims in your prayers."
197561066,finalized,3,9/6/2012 13:14,Casualties and damage,1,DTN USA: Death toll from Joplin tornado rises to : officials: CHICAGO  - The death toll from the May... 
197561067,finalized,3,9/6/2012 12:45,Casualties and damage,1,#Joplin NORMLÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Kelly Maddy loses #Missouri home to #tornado; please help!: Kelly's house wasÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦ 
197561068,finalized,3,9/6/2012 13:14,Casualties and damage,0.3579,"Oklahoma tornado sweeps away young horse fancier's life, but strangers repl "
197561069,finalized,3,9/6/2012 12:32,Casualties and damage,1," Devastating Photos Of The Joplin, Missouri Tornado .... and you thought you were having a bad day: think again!!"
197561070,finalized,3,9/6/2012 12:55,Casualties and damage,0.6746,Playhouse theatre in #Joplin. You can see the chairs if you look close.  
197561071,finalized,3,9/6/2012 12:27,Casualties and damage,1,The tornado made the town of Etna look like a junk yard.  :( 
197561072,finalized,3,9/6/2012 13:11,Casualties and damage,0.6421,"  This dog was sucked up by a tornado, but crawled home on two broken legs |  (via "
197561073,finalized,3,9/6/2012 12:27,Casualties and damage,1,"  Unreal   Now confirmed  dead in Joplin, MO #tornado.Single deadliest #tornado since Woodward, OK ( Apr  ..."
197561074,finalized,3,9/6/2012 12:50,Casualties and damage,1,"Slow recovery from tornado in Kaukauna taking toll on residents: ""When there is so much devastation, it will take more than a few wee..."
